model	T5
1.0	0.003784
1.0	0.000538
0.997242	0.007569
0.997242	0.014824
0.140407	0.004856
0.147417	0.001996
0.998805	0.001734
0.99862	0.013126
0.997819	0.00319
0.998805	0.003755
1.0	0.00242
1.0	0.007721
1.0	0.000501
0.997611	0.007414
0.99862	0.005586
0.161145	0.002785
0.997611	0.007869
0.997242	0.004256
0.998049	0.004009
0.998049	0.000407
1.0	0.003544
0.99742	0.000563
1.0	0.00127
1.0	0.001801
1.0	0.001218
0.997611	0.005816
0.048093	0.002059
0.047749	0.002522
0.269813	0.002222
0.998049	0.009364
0.007824	0.000306
0.998049	9.6e-05
1.0	0.00046
0.998049	0.000403
0.99831	0.001417
0.172867	0.003144
0.997242	0.00071
1.0	0.001737
1.0	0.001891
0.997819	0.003674
0.033175	0.003271
0.997242	0.002189
0.997242	0.001711
0.039526	0.003029
0.998049	0.001283
0.997242	0.00297
0.997242	0.008984
0.997242	0.000344
0.218847	0.011924
1.0	0.001804
1.0	0.011693
0.22918	0.001925
0.998175	0.006292
0.997242	0.001093
0.997611	0.003965
0.999024	0.001379
0.997242	0.000299
0.997242	0.000485
0.039517	0.001561
1.0	0.000907
0.997242	0.00432
0.997611	0.002633
0.996917	0.003473
0.029286	0.000523
1.0	0.00047
0.711192	0.016555
0.006257	0.000587
0.024719	0.000976
1.0	0.004207
1.0	0.001055
0.996917	0.000876
0.999024	0.00332
1.0	0.002682
1.0	0.001876
1.0	0.000742
0.998049	0.00435
1.0	0.005523
0.282313	0.001378
0.401768	0.024072
1.0	0.002774
1.0	0.002521
1.0	0.00185
0.19268	0.002642
1.0	0.000478
0.997075	0.001115
1.0	0.001192
1.0	0.004299
1.0	0.001049
0.999412	0.002039
0.997242	0.004846
1.0	0.002716
1.0	0.001334
0.043982	0.00259
1.0	0.001737
0.997242	0.000339
0.997242	0.002856
1.0	0.008234
1.0	0.000744
0.997242	0.000233
1.0	0.001028
0.219418	0.002941
0.50337	0.003566
1.0	0.001828
0.997242	0.006695
0.99831	0.000192
0.996917	0.001187
0.997242	0.005342
0.997242	0.000704
0.998393	0.002544
0.99862	0.001037
1.0	0.003027
0.998805	0.003486
0.142914	0.001278
0.998049	0.000374
1.0	0.003433
0.997242	0.002856
0.99742	0.017001
1.0	0.000982
0.142914	0.004212
0.997242	0.001589
0.998049	0.001548
0.99862	0.001699
1.0	0.000971
0.519295	0.006694
0.006734	0.001836
0.109807	0.004011
0.998049	0.001036
1.0	0.001993
0.392808	0.006291
0.996101	0.000268
0.193212	0.000645
0.269813	0.003485
0.998049	0.000487
0.172867	0.001136
0.331141	0.005333
0.99831	0.002704
0.998049	0.000308
1.0	0.013572
0.998175	0.00066
1.0	0.002398
1.0	0.001597
1.0	0.001354
0.006734	0.002625
1.0	0.002361
0.997242	0.002294
1.0	0.005735
0.997242	0.002856
0.048093	0.000633
0.997242	0.000576
0.490343	0.000696
0.999024	0.01082
0.784179	0.006423
1.0	0.003174
0.997611	0.000927
0.998049	0.00314
1.0	0.002153
1.0	0.001093
1.0	0.001737
1.0	0.002682
1.0	0.001814
0.997611	0.00153
1.0	0.007895
0.997611	0.001581
0.998049	0.003368
1.0	0.001849
0.998805	0.001734
1.0	0.001333
0.99862	0.005441
0.005972	0.001611
1.0	0.000836
0.006734	0.011956
0.011692	0.001486
0.997611	0.000319
0.998049	0.001461
0.997242	0.002601
0.09088	0.001398
0.161725	0.000496
1.0	0.00085
0.998049	0.002494
0.998049	0.001587
1.0	0.000701
0.505003	0.00052
1.0	0.001028
1.0	0.002896
1.0	0.003751
0.997713	0.003825
1.0	0.004089
1.0	0.002243
1.0	0.001737
1.0	0.000568
0.997242	0.000233
0.265853	0.003858
0.997819	0.002668
0.274143	0.009496
0.099273	0.001729
0.998049	0.001539
0.997611	0.011649
0.997611	0.003621
0.997242	0.051138
0.132549	0.00342
0.999321	0.010523
0.997242	0.002856
0.052345	0.000262
0.997242	0.000351
0.032891	0.001923
0.020429	0.00389
0.997611	0.001434
0.998935	0.004428
0.997611	0.00259
0.997611	0.001634
0.145736	0.004968
1.0	0.005095
0.997242	0.002856
0.99862	0.000366
0.997242	0.006283
1.0	0.000992
0.997242	0.000655
0.996917	0.002241
1.0	0.000941
0.997242	0.002856
0.997242	0.002856
0.997242	0.002428
0.999024	0.001952
1.0	0.002488
1.0	0.011947
1.0	0.002658
0.997242	0.001839
0.997242	0.014824
0.99862	0.006197
1.0	0.001362
0.99742	0.004669
1.0	0.001512
0.995642	0.001631
0.161615	0.00124
0.997611	0.001074
0.997611	0.009509
1.0	0.003654
0.997611	0.010681
0.296411	0.007482
0.997611	0.000862
0.997242	0.00175
0.997544	0.00516
0.161725	0.000727
0.246112	0.002315
1.0	0.000216
1.0	0.002172
0.99862	0.006873
0.50337	0.003226
1.0	0.000378
0.997611	0.010475
0.99831	0.000665
0.99831	0.003616
0.267994	0.017188
0.997242	0.001077
1.0	0.001259
0.038428	0.001165
0.996917	0.005599
1.0	0.011333
0.392808	0.001584
0.997819	0.003125
0.207359	0.006569
0.99862	0.001407
1.0	0.002079
0.99831	0.001925
0.997611	0.000413
0.997819	0.005344
0.99742	0.002136
0.462058	0.000925
1.0	0.000834
1.0	0.001088
1.0	0.002402
1.0	0.006017
0.224479	0.007999
0.331141	0.004421
0.99831	0.000815
0.006734	0.001442
1.0	0.004069
0.192335	0.002253
0.997242	0.002856
1.0	0.000485
0.999024	0.001966
0.997242	0.001528
1.0	0.001582
1.0	0.004276
1.0	0.014404
1.0	0.006975
1.0	0.001397
0.99931	0.002581
1.0	0.000831
1.0	0.000761
0.999594	0.004955
1.0	0.002551
1.0	0.005806
0.99831	0.003913
0.996917	0.002113
0.997819	0.000903
1.0	0.001188
0.99831	0.005054
1.0	0.002347
1.0	0.002223
1.0	0.001227
0.107573	0.000121
0.997242	0.000576
0.997242	0.000437
0.997242	0.001133
0.997242	0.001839
0.997242	0.000779
0.99831	0.001444
1.0	0.000429
1.0	0.000269
0.99742	0.001111
0.997242	0.00046
0.003625	0.000452
0.999024	0.006471
0.999024	0.00131
1.0	0.001697
0.99742	0.007108
1.0	0.001722
1.0	0.002793
1.0	0.009525
0.998175	0.020654
0.997819	0.008277
1.0	0.000767
1.0	0.002623
0.997242	0.001004
0.078013	0.003759
1.0	0.003104
1.0	0.000868
0.997242	0.003023
0.997242	0.001711
0.99862	0.00919
0.61232	0.002506
0.996917	0.004843
1.0	0.001825
1.0	0.002807
1.0	0.002143
0.055112	0.001232
0.140521	0.001088
1.0	0.00194
1.0	0.003914
0.997611	0.002212
1.0	0.002504
1.0	0.005991
1.0	0.001254
0.016063	0.008196
1.0	0.011361
1.0	0.001443
0.006734	0.014824
1.0	0.000524
0.997611	0.002164
1.0	0.002181
1.0	0.001285
1.0	0.000488
0.997242	0.002856
1.0	0.009714
1.0	0.001932
0.997713	0.00159
0.999024	0.000674
1.0	0.012085
1.0	0.000505
1.0	0.011892
0.99742	0.002263
1.0	0.002291
1.0	0.003193
0.403831	0.00055
0.99831	0.00588
0.224479	0.001137
0.997242	0.012594
1.0	0.002549
1.0	0.002815
1.0	0.008174
0.273581	0.000734
1.0	0.009639
1.0	0.001028
1.0	0.000978
0.006734	0.027957
0.999474	0.003138
1.0	0.000502
0.99862	0.004742
0.997611	0.000644
0.997611	0.002181
0.246046	0.001047
0.997242	0.002163
1.0	0.000425
0.998457	0.003653
0.998457	0.002641
0.514993	0.003655
1.0	0.002524
0.99931	0.002486
0.99862	0.001368
0.99862	0.001018
0.996917	0.002241
0.402128	0.000661
0.123969	0.005599
0.99831	0.00115
0.99742	0.002693
0.215495	0.000869
0.997242	0.000262
1.0	0.009904
0.453347	0.002114
1.0	0.001717
0.997819	0.00246
1.0	0.001918
0.243685	0.000912
0.003791	0.002796
0.999837	0.000955
0.998049	0.002943
0.1304	0.001661
0.997242	0.001733
0.997242	0.004862
0.103779	0.000805
0.997819	0.004658
0.122553	0.002205
1.0	0.003033
0.997242	0.004257
0.997242	0.000851
0.997242	0.004084
1.0	0.002426
0.997611	0.001709
1.0	0.001544
0.99931	0.004324
1.0	0.002322
0.221593	0.000375
0.035831	0.002192
0.997242	0.000763
0.382921	0.003177
0.996917	0.003084
0.6093	0.000551
0.996101	0.014328
1.0	0.004854
1.0	0.002245
0.006734	0.000687
0.997242	0.00137
0.007393	0.000766
1.0	0.001565
1.0	0.000843
0.997611	0.000797
0.997611	0.002088
0.999024	0.00168
0.99742	0.003516
1.0	0.007261
0.998457	0.000853
1.0	0.000397
0.48229	0.001853
0.046017	0.000748
0.005629	0.000339
0.052011	0.00065
0.010857	0.001996
1.0	0.000836
1.0	1.0
1.0	0.000957
1.0	0.002369
1.0	0.016571
0.998049	0.000865
1.0	0.002702
0.996917	0.001409
1.0	0.001089
0.997242	0.027367
0.003109	0.002559
0.015042	0.003574
1.0	0.005431
0.997242	0.002856
0.997242	0.001144
0.997242	0.007569
0.999594	0.003164
0.999024	0.001863
0.999482	0.001351
1.0	0.002102
0.997242	0.000657
0.180864	0.001648
0.001823	0.00583
0.033347	0.00182
0.462058	0.001224
0.023187	0.009853
0.230821	0.002043
1.0	0.002486
1.0	0.00272
0.01305	0.001087
0.997242	0.015134
0.997242	0.000389
0.99831	0.001575
0.997242	0.000332
0.997819	0.004448
1.0	0.001171
0.10342	0.001211
1.0	0.002798
1.0	0.000924
1.0	0.000283
0.998648	0.011082
0.997611	0.000516
1.0	0.001718
1.0	0.00017
0.997599	0.001117
0.997819	0.000258
1.0	0.001165
0.997611	0.00069
0.997611	0.007929
1.0	0.00185
0.999024	0.00513
0.162755	0.005724
1.0	0.001369
1.0	0.001592
1.0	0.001063
1.0	0.000661
0.996101	0.000556
0.036886	0.005184
1.0	0.001106
0.997242	0.00647
0.006734	0.010459
0.997599	0.00103
0.997713	0.005084
1.0	0.00309
0.99862	0.002124
0.10342	0.00058
0.009922	0.001542
0.999024	0.00578
1.0	0.004105
0.997242	0.00031
1.0	0.002627
0.997242	0.005247
0.999024	0.002139
1.0	0.002101
0.034064	0.000946
0.006734	0.000657
1.0	0.001101
0.007124	0.001527
0.052011	0.000607
1.0	0.000797
0.275847	0.00028
1.0	0.002721
0.422198	0.008836
0.997242	0.014824
0.422198	0.009397
0.161064	0.001645
0.041039	0.001551
1.0	0.000566
0.997242	0.003023
0.022148	0.001648
1.0	0.0076
0.998745	0.002567
0.998049	0.001235
0.195428	0.00272
0.496576	0.002513
0.997242	0.00052
1.0	0.003631
0.99931	0.004031
0.998648	0.011082
0.998175	0.008801
0.99862	0.028548
1.0	0.00349
0.083107	0.002152
1.0	0.003162
0.997611	0.001477
1.0	0.008497
1.0	0.001305
0.997242	0.001568
0.996101	0.010344
0.997242	0.006355
1.0	0.002258
1.0	0.000463
0.997242	0.001174
1.0	0.000725
0.026733	0.00085
0.998049	0.004471
1.0	0.000854
1.0	0.000563
0.04222	0.010636
1.0	0.000328
1.0	0.003155
0.01405	0.023742
0.154249	0.004493
0.028587	0.002884
0.113887	0.000521
0.997242	0.001811
1.0	0.001445
0.997819	0.021836
0.356305	0.015481
0.998049	0.00122
0.998049	0.00076
0.999024	0.003127
0.150345	0.00104
0.998049	0.010341
0.997611	0.000751
0.998049	0.001399
1.0	0.000257
1.0	0.00018
1.0	0.000202
1.0	0.005402
0.996766	0.000734
0.169866	0.003822
1.0	0.001165
0.99862	0.003999
0.210775	0.007578
0.012782	0.002285
1.0	0.004815
0.006734	0.002726
0.997242	0.000769
0.99862	0.004695
0.997242	0.002856
1.0	0.000435
0.997242	0.008253
0.999024	0.00223
0.999024	0.00235
0.997611	0.002116
1.0	0.001381
1.0	0.00172
0.238203	0.001106
0.997611	0.00108
1.0	0.000835
0.997611	0.00063
1.0	0.002237
0.006734	0.007569
1.0	0.000869
0.99742	0.009862
0.998175	0.006837
1.0	0.003639
1.0	0.001708
0.997242	0.001736
0.99831	0.02155
0.997611	0.000471
0.428065	0.002455
0.037912	0.004401
1.0	0.002918
1.0	0.001429
0.997242	0.006851
0.999024	0.001778
0.997242	0.008923
0.99831	0.009396
0.810934	0.010427
0.422198	0.01453
1.0	0.003509
0.009572	0.002877
0.997242	0.000833
1.0	0.005382
0.997242	0.014824
0.997242	0.000262
1.0	0.035056
0.997611	0.009436
1.0	0.002929
1.0	0.006942
0.99862	0.000942
0.141345	0.011297
1.0	0.002666
1.0	0.000892
1.0	0.002666
1.0	0.002054
0.998049	0.001922
0.363292	0.000815
0.998049	0.002769
1.0	0.001019
0.997611	0.002008
1.0	0.001092
0.999425	0.001237
0.006734	0.014824
0.997242	0.001139
1.0	0.005575
0.997611	0.001122
0.997611	0.001445
1.0	0.004379
0.028402	0.005624
0.45935	0.001491
0.997819	0.000438
0.997242	0.004626
0.998049	0.001543
1.0	0.000631
0.015718	0.00062
0.274143	0.002219
1.0	0.001604
0.998049	0.001018
0.795506	0.009432
0.997611	0.002417
1.0	0.003863
0.128794	0.00092
1.0	0.000679
0.180599	0.003541
0.007739	0.001563
0.997075	0.003096
1.0	0.003211
0.151297	0.001152
0.997611	0.000714
0.492703	0.002389
1.0	0.003603
0.997242	0.002856
0.997819	0.000494
0.999024	0.001598
0.99742	0.00571
0.998049	0.003868
1.0	0.000445
1.0	0.006675
1.0	0.008239
0.997599	0.003581
1.0	0.000903
1.0	0.000556
1.0	0.000961
0.261336	0.000628
1.0	0.012437
0.151528	0.001576
0.997286	0.006341
0.997713	0.007349
0.997713	0.002914
0.99862	0.001753
1.0	0.001056
0.9994	0.000445
0.997242	0.009691
0.997611	0.001642
0.997242	0.006136
0.997242	0.006136
1.0	0.000681
1.0	0.001473
0.999024	0.004374
0.184325	0.002588
1.0	0.000254
0.006734	0.002168
0.086912	0.001628
1.0	0.000556
0.107648	0.000926
1.0	0.000523
0.997819	0.003869
0.005217	0.007274
0.997242	0.000247
0.99831	0.001067
0.99831	0.002902
0.999192	0.002951
0.999024	0.007543
1.0	0.00049
0.013507	0.001412
0.999024	0.000571
1.0	0.010208
0.998049	0.001036
0.999024	0.004247
0.998745	0.001052
1.0	0.000515
0.997242	0.00087
1.0	0.001914
1.0	0.001639
0.998049	0.000975
0.997242	0.000599
1.0	0.000385
1.0	0.00242
1.0	0.002854
0.007382	0.003134
1.0	0.001261
1.0	0.00099
0.12342	0.00033
0.997242	0.001937
0.997242	0.002168
0.998049	0.003114
0.997242	0.001777
0.997242	0.002744
1.0	0.003628
0.999837	0.000742
0.99862	0.000789
1.0	0.002462
0.569356	0.001303
0.99831	0.008857
0.997242	0.000352
0.997242	0.002856
1.0	0.053254
1.0	0.002774
0.07887	0.001279
0.358947	0.009426
1.0	0.001231
1.0	0.001205
1.0	0.003155
0.455368	0.001558
0.455368	0.000789
0.997242	0.000791
1.0	0.025722
0.269813	0.001567
0.997242	0.002164
1.0	0.000666
1.0	0.000666
1.0	0.001471
0.99862	0.001315
1.0	0.006276
0.04556	0.003577
1.0	0.001257
0.997242	0.000655
1.0	0.002525
1.0	0.002419
0.99742	0.005971
0.998049	0.001336
0.462058	0.011583
0.36607	0.001122
0.998049	0.001182
1.0	0.002346
0.997242	0.006315
1.0	0.003922
1.0	0.006581
0.022967	0.000847
0.008531	0.002607
0.225647	0.009803
1.0	0.007572
0.44375	0.001372
1.0	0.006719
0.997611	0.00259
0.999024	0.002701
0.997242	0.000565
0.997242	0.001598
1.0	0.01044
0.99862	0.000686
0.997242	0.000262
0.99831	0.001922
0.997242	0.000653
0.595435	0.000739
1.0	0.004232
0.997242	0.001756
0.100824	0.001578
0.998049	0.011489
0.225897	0.005345
1.0	0.003907
0.997242	0.001432
1.0	0.005995
0.997242	0.000801
1.0	0.00137
0.997242	0.000466
1.0	0.000617
0.99831	0.003131
