model	T5
0.148766	0.003076
0.05655	0.004446
0.429228	0.002588
0.122276	0.028438
0.077176	0.007626
0.613271	0.002902
0.153609	0.006778
0.040914	0.000353
0.216105	0.006313
0.0678	0.012483
0.096399	0.006622
0.061893	0.001946
0.565084	0.049548
0.051133	0.017237
0.999149	0.001873
0.40499	0.007205
0.997931	0.002928
0.097001	0.001335
0.627331	0.005932
0.248816	0.008937
0.018061	0.026411
0.053649	0.009897
1.0	0.017372
0.408001	0.002388
0.022147	0.003842
0.135022	0.05276
0.07131	0.001181
0.116569	0.001346
0.099232	0.036844
0.152673	0.036328
0.10625	0.003544
0.080222	0.002888
0.073242	0.012744
0.054965	0.005341
0.040618	0.004531
0.725822	0.010901
0.079686	0.001987
0.146639	0.008746
0.103532	0.019286
0.771223	0.005066
0.07991	0.012042
0.077601	0.006821
0.059939	0.000571
0.083545	0.003335
0.031822	0.00161
0.540876	0.00218
0.99862	0.001662
0.174218	0.012845
0.996102	0.001302
0.224601	0.008917
1.0	0.008439
0.996102	0.002374
0.520966	0.003648
0.473484	0.00773
0.07993	0.012236
0.179903	0.015713
0.591884	0.012222
0.591884	0.015234
1.0	0.007221
0.232821	0.001466
0.99962	0.004084
1.0	0.003891
0.037652	0.004511
0.155532	0.005054
0.166005	0.0008
0.149752	0.001168
0.167297	0.005854
0.07783	0.011792
0.998871	0.003822
0.332796	0.009086
0.998871	0.001753
0.061242	0.014455
0.376321	0.004621
0.16352	0.001915
0.09035	0.021801
0.113157	0.006678
0.178665	0.002981
0.069837	0.009375
0.409409	0.004987
0.431634	0.000988
0.045189	0.002821
0.051217	0.012234
0.11013	0.028483
0.074252	0.038851
0.99862	0.044646
0.106297	0.00637
0.130503	0.010987
0.428111	0.008759
0.219021	0.003188
0.297075	0.004232
0.060767	0.003489
0.998675	0.014955
0.102242	0.024021
0.998904	0.000526
0.159856	0.015616
0.280723	0.00333
0.049192	0.004104
0.99831	0.001565
0.166301	0.005337
0.084422	0.016756
0.997242	0.003509
0.103387	0.022416
0.358442	0.00545
0.042762	0.000617
0.018533	0.004723
0.510385	0.002
0.080598	0.028389
0.219978	0.001659
0.997849	0.016373
0.106806	0.005104
0.996738	0.000786
0.099547	0.002345
0.15552	0.008609
0.171119	0.038017
0.185277	0.008271
0.696899	0.029512
0.232835	0.001929
0.111735	0.001026
0.277126	0.009698
0.023855	0.005082
0.176345	0.000858
0.059435	0.009439
0.995227	0.006006
0.12078	0.002399
0.099151	0.075961
0.342389	0.050524
0.335938	0.011316
0.11385	0.071146
0.084742	0.005253
0.081832	0.093495
0.140035	0.004248
0.087438	0.012399
0.197409	0.042328
0.994158	0.039612
0.302989	0.007727
0.185452	0.042076
1.0	0.010263
0.032084	0.017886
0.121277	0.122219
0.131003	0.005395
0.071732	0.005428
0.996102	0.005076
0.097869	0.021818
0.99831	0.001161
0.498353	0.028161
0.996623	0.02627
0.194492	0.025851
0.112611	0.010902
0.592372	0.0016
0.121781	0.001602
0.365033	0.004507
0.063582	0.020806
0.101506	0.001181
0.055358	0.005912
0.102258	0.001122
0.998606	0.006548
0.134003	0.002488
0.240705	0.00445
0.098804	0.000662
0.03819	0.005007
0.330128	0.012938
0.998767	0.00892
0.283809	0.013535
0.182169	0.010273
0.106443	0.000789
0.40046	0.038509
0.124412	0.001516
0.998179	0.013017
0.165309	0.02918
1.0	0.019756
0.071874	0.040986
0.109156	0.007097
0.225289	0.014997
0.158189	0.005155
0.028895	0.002559
0.168524	0.005487
0.122161	0.004962
0.104217	0.029733
0.054919	0.010575
0.051154	0.001812
0.187884	0.008247
0.048348	0.006618
0.166822	0.019758
0.406007	0.015598
0.538805	0.00205
0.365703	0.017314
0.124723	0.04111
0.083726	0.003548
0.204542	0.014023
0.095372	0.003053
0.201633	0.014241
0.095737	0.00635
0.077354	0.000936
0.166441	0.003405
0.202841	0.006617
1.0	0.01705
0.107754	0.031088
0.430429	0.010303
0.165567	0.046861
0.170082	0.003706
0.99744	0.000551
0.99721	0.001515
0.065308	0.00097
0.99862	0.030504
0.024679	0.00963
0.12536	0.053088
0.322401	0.000817
0.997242	0.011596
0.055745	0.070417
0.098644	0.044738
0.14108	0.008074
0.165655	0.005859
0.092571	0.029541
0.079741	0.030678
0.063949	0.002264
0.03992	0.008473
0.799586	0.021227
0.689004	0.015387
0.117163	0.013293
0.052654	0.00454
0.503487	0.005189
0.503487	0.002586
1.0	0.053958
0.998819	0.015137
0.185248	0.037509
0.054267	0.009964
0.056827	0.009424
0.012038	0.004593
0.123545	0.043026
0.039451	0.009709
0.140494	0.007681
0.135814	0.019033
1.0	0.003327
0.196084	0.010864
0.122232	0.003582
0.062986	0.03493
0.105432	0.008668
0.040416	0.007119
0.120141	0.002226
0.156075	0.001149
0.216753	0.020324
0.069246	0.022467
0.03047	0.020758
0.0576	0.029304
0.036392	0.001013
0.15953	0.00083
0.30088	0.002746
0.020818	0.032003
0.070043	0.006706
1.0	0.001319
0.12573	0.000831
0.061648	0.002861
0.123645	0.040888
1.0	0.050264
0.118954	0.003271
1.0	0.046918
0.997242	0.022291
0.034672	0.005915
0.199739	0.037478
0.048653	0.002143
0.046162	0.018391
0.024856	0.021973
0.23966	0.079643
0.159999	0.0079
0.997242	0.020579
0.035948	0.006295
0.107035	0.003359
0.530026	0.001519
0.997806	0.000989
0.364322	0.060336
0.464518	0.00488
0.090193	0.014691
0.646242	0.005716
0.185878	0.00161
0.1522	0.000776
0.360989	0.018182
0.455135	0.005412
0.115116	0.015005
0.998049	0.031994
0.447667	0.011684
0.061416	0.019888
0.050511	0.01059
0.014153	0.006279
0.074093	0.038993
0.163843	0.018889
0.340186	0.005427
0.112864	0.030246
0.097305	0.027995
0.101754	0.051801
0.133321	0.004738
0.055085	0.022145
0.110519	0.00101
0.461896	0.07548
0.095874	0.016141
0.094317	0.03056
0.998049	0.008707
0.050568	0.004227
1.0	0.017501
0.063953	0.013525
0.094618	0.004571
0.152713	0.010364
0.255839	0.020914
0.097286	0.033278
0.022973	0.002354
0.049669	0.013365
0.201744	0.009868
0.99862	0.031206
0.232739	0.020725
0.107267	0.015229
0.491684	0.009603
0.129644	0.037048
1.0	0.001583
0.442999	0.005678
0.58269	0.042526
0.100364	0.031703
0.039587	0.010852
0.352237	0.009169
0.058467	0.002611
0.56514	0.03437
0.069683	0.043092
1.0	0.001151
1.0	0.014043
0.044661	0.004189
0.140438	0.005776
0.055372	0.007955
0.100645	0.019088
0.998017	0.041769
0.198409	0.002067
0.128113	0.030338
0.265595	0.007329
0.153519	0.002588
0.4157	0.02208
1.0	0.001162
0.223532	0.0052
0.048938	0.002157
0.079986	0.004525
0.03951	0.026063
0.326572	0.055591
0.23237	0.0031
0.097065	0.000848
0.603548	0.003005
0.12379	0.027133
0.08822	0.025574
0.085787	0.003433
0.080748	0.005129
0.09032	0.017131
0.063519	0.013418
0.036355	0.004205
0.179454	0.017321
0.167673	0.010953
0.094966	0.001338
0.997242	0.001117
0.047679	0.074145
0.190344	0.018222
0.146827	0.008185
0.360358	0.015192
0.386259	0.002392
0.059428	0.008653
0.187565	0.003001
0.998049	0.053285
0.073518	0.007611
0.267501	0.033074
0.997242	0.006016
0.265625	0.075196
0.03129	0.032674
0.997242	0.050598
0.113287	0.012723
0.492091	0.010898
0.118598	0.057819
0.095974	0.01145
0.446685	0.001853
0.031455	0.01379
0.089631	0.008552
0.095842	0.002059
0.055301	0.012512
0.997242	0.004245
0.027595	0.003421
0.025731	0.03846
0.388069	0.00044
0.154675	0.003891
0.115006	0.00457
0.08473	0.012032
0.304802	0.00992
0.358934	0.013328
0.210524	0.013084
0.998049	0.000894
0.099353	0.002687
0.190781	0.051634
0.136062	0.000944
0.066781	0.002269
0.042363	0.00893
0.436444	0.039
0.331178	0.011166
0.998308	0.016608
0.068212	0.043294
0.223061	0.001165
0.111261	0.000723
0.997532	0.004605
0.327454	0.001428
0.141509	0.050669
0.082177	0.001306
0.086797	0.002824
0.407342	0.005537
0.068673	0.00093
0.996623	0.001971
0.046552	0.040906
0.512907	0.005511
0.033656	0.014588
0.094373	0.039968
0.999353	0.006496
0.232731	0.003736
0.155732	0.001526
0.083021	0.003636
0.997688	0.00122
0.187371	0.001402
0.085197	0.029955
0.639137	0.011606
0.040484	0.038966
0.11459	0.017
0.082222	0.01312
0.032595	0.002231
0.16379	0.027288
0.127171	0.029822
0.097568	0.015219
0.073188	0.033597
1.0	0.006463
0.408553	0.003637
0.109149	0.005405
0.826088	0.059521
0.085292	0.001896
0.076693	0.015906
0.111947	0.005106
0.221584	0.00106
0.097062	0.010054
0.133579	0.004385
0.997242	0.004431
0.087393	0.001239
0.259039	0.004561
0.207715	0.00464
0.144522	0.036427
0.080863	0.048873
0.220651	0.002321
0.995227	0.000446
0.058571	0.024759
0.405267	0.014788
1.0	0.003684
0.149141	0.002127
0.066519	0.005922
1.0	0.008698
0.035705	0.00795
0.084508	0.013094
0.110933	0.041965
0.339127	0.003427
0.11059	0.013668
0.073715	0.026599
0.185193	0.003672
0.034729	0.00471
0.998758	0.006015
0.996588	0.021475
0.08284	0.004576
0.109577	0.02966
0.151063	0.000765
0.18201	0.18201
0.997552	0.01427
0.447976	0.007522
0.144836	0.002621
0.03469	0.003222
0.110584	0.048171
0.851749	0.002508
0.0556	0.016528
0.1041	0.012846
0.074335	0.074335
0.997242	0.033257
0.050458	0.006052
0.089775	0.001946
0.589124	0.034393
0.253534	0.010937
0.06494	0.001836
0.776716	0.005679
0.094122	0.016968
0.781959	0.009086
0.02914	0.000464
0.563208	0.00092
0.089979	0.062536
0.055886	0.001118
0.22526	0.015611
1.0	0.002217
0.060135	0.004483
0.044981	0.004219
0.107157	0.003806
0.02998	0.01303
0.480612	0.001488
0.995643	0.012477
0.127861	0.030218
0.117883	0.006191
0.027321	0.017678
0.040842	0.000534
0.135272	0.017328
0.05528	0.00273
0.111726	0.001671
0.995227	0.185905
0.997242	0.021957
0.616004	0.000955
1.0	0.007463
0.035858	0.00497
0.998049	0.001799
0.225254	0.01583
0.056045	0.004917
0.150508	0.053804
0.043332	0.00116
0.178404	0.001101
0.049652	0.00354
0.569419	0.006149
0.061808	0.007758
0.210743	0.000828
0.461689	0.015832
0.056725	0.033847
0.083372	0.002265
0.360192	0.00363
0.088008	0.003932
0.141025	0.004285
0.100377	0.02809
0.202623	0.011756
0.277089	0.078909
0.998275	0.013033
0.360066	0.002565
0.108084	0.001986
0.076623	0.001436
0.998829	0.007336
1.0	0.015963
0.429289	0.010561
0.10771	0.043793
0.50259	0.00652
0.046792	0.005505
0.146204	0.01512
0.435041	0.018026
0.076524	0.004049
0.103132	0.000776
0.050499	0.003486
0.221296	0.026508
0.085629	0.018083
1.0	0.005721
0.874831	0.005251
0.164551	0.004392
0.315766	0.001126
0.274925	0.014953
0.127681	0.041485
0.061262	0.00622
0.040653	0.005301
0.511899	0.048013
1.0	0.00893
0.074182	0.001525
0.997757	0.009053
0.052109	0.013846
0.104336	0.039121
0.154812	0.012257
0.048396	0.001566
0.036283	0.060235
0.047361	0.00997
0.997419	0.002448
1.0	0.068121
0.403792	0.004284
0.997242	0.032163
0.102755	0.015893
0.121211	0.005684
0.16626	0.027864
0.673465	0.012635
0.123545	0.014446
0.414157	0.00262
0.492593	0.028129
0.299153	0.002033
0.284167	0.021847
0.025106	0.019835
0.997242	0.011112
0.38828	0.023239
0.107401	0.005945
0.997565	0.033023
0.089064	0.088823
